city,lat,lng,COUNTRY,Signal Strength (dBm),Data Throughput (Mbps),Latency (ms),Network Type,Time (Input 5),QCI (Input 6),Packet Loss Rate (Reliability),Packet Delay Budget (Latency)
Cobh,51.84776521,-8.295185726,Ireland,-87.94837022,2.812508473,150.6371674,3G,20,3,0.01,<300ms
Cobh,51.85866071,-8.296184083,Ireland,-87.41948864,2.358257663,160.692228,LTE,20,4,0.01,<300ms
Cobh,51.85984079,-8.297673555,Ireland,-89.57159019,6.468672363,75.08149045,4G,20,65,0.01,<300ms
Enniscorthy,52.5021,-6.5659,Ireland,-81.81349766,1.770082476,183.6473192,3G,20,66,0.01,<300ms
Enniscorthy,52.51123576,-6.561748208,Ireland,-91.29405979,2.399117919,129.335608,LTE,20,5,0.01,<300ms
Enniscorthy,52.50782388,-6.563307949,Ireland,-97.04082022,2.671968898,112.2710444,3G,20,6,0.01,<300ms
Enniscorthy,52.508206,-6.571174527,Ireland,-83.04777689,2.997500069,137.1860115,3G,20,7,0.01,<300ms
Enniscorthy,52.4939337,-6.569218147,Ireland,-93.39411728,5.912356336,58.61559186,4G,20,8,0.01,<300ms
Enniscorthy,52.51079906,-6.561553755,Ireland,-89.83597601,2.968934746,155.695613,LTE,20,9,0.01,<300ms
Enniscorthy,52.4946132,-6.563112983,Ireland,-83.38770223,2.521589018,105.9926648,3G,20,69,0.01,<300ms
Enniscorthy,52.50478368,-6.566836155,Ireland,-89.48110781,7.141606459,65.52513763,4G,20,70,0.01,<300ms
Enniscorthy,52.50144843,-6.571703512,Ireland,-96.10216098,1.148795249,181.6575613,3G,21,1,0.01,<300ms
Enniscorthy,52.49498656,-6.575828718,Ireland,-77.58625887,2.356120754,129.6082089,LTE,21,2,0.01,<300ms
Enniscorthy,52.49810634,-6.564407951,Ireland,-83.82569112,2.560383859,129.0563512,LTE,21,3,0.01,<300ms
An Cabhán,53.991,-7.3601,Ireland,-85.71276374,1.580963211,133.9714544,LTE,21,4,0.01,<300ms
An Cabhán,53.9958503,-7.355094792,Ireland,-85.46774623,2.964080175,106.3033652,3G,21,65,0.01,<300ms
An Cabhán,53.98456833,-7.36501325,Ireland,-89.42311297,3.568953734,51.04226199,4G,21,66,0.01,<300ms
An Cabhán,53.98714454,-7.363766968,Ireland,-87.70883455,96.26053208,48.35018465,5G,21,5,0.01,<300ms
An Cabhán,53.98330533,-7.365363961,Ireland,-83.43298411,1.022056169,192.6557115,LTE,21,6,0.01,<300ms
An Cabhán,53.98588212,-7.366960697,Ireland,-91.58018741,31.48432155,37.59365134,5G,21,7,0.01,<300ms
An Cabhán,53.99159124,-7.352739282,Ireland,-93.45476582,8.825580485,92.31743899,4G,21,8,0.01,<300ms
An Cabhán,53.99107972,-7.369261082,Ireland,-100.5631425,24.23193811,44.42417961,5G,21,9,0.01,<300ms
An Cabhán,53.99014082,-7.358060483,Ireland,-99.16597201,7.580144251,54.00162849,4G,21,69,0.01,<300ms
An Cabhán,53.99212208,-7.369049075,Ireland,-89.56895978,5.801533669,78.84610693,4G,21,70,0.01,<300ms
An Cabhán,53.99371274,-7.362466291,Ireland,-96.24946868,1.906599477,172.6441358,LTE,22,1,0.01,<300ms
Gorey,52.677,-6.292,Ireland,-90.69417767,12.86102346,36.96925799,5G,22,2,0.01,<300ms
Gorey,52.67309226,-6.293652532,Ireland,-88.3367891,4.767881832,87.27262068,4G,22,3,0.01,<300ms
Gorey,52.68340885,-6.300216139,Ireland,-85.99092291,1.222104889,172.2762033,LTE,22,4,0.01,<300ms
Gorey,52.68507066,-6.287589514,Ireland,-97.07032216,1.635521014,123.2184783,LTE,22,65,0.01,<300ms
Gorey,52.67778488,-6.293577667,Ireland,-90.41070868,2.38041333,142.3336442,LTE,22,66,0.01,<300ms
Gorey,52.67937997,-6.291142353,Ireland,-92.97149076,1.208693227,107.5158565,3G,22,5,0.01,<300ms
Gorey,52.68297139,-6.29376084,Ireland,-87.85364093,65.26392463,30.41050585,5G,22,6,0.01,<300ms
Gorey,52.68319656,-6.300540607,Ireland,-85.17980217,1.465189274,161.6885783,3G,22,7,0.01,<300ms
Gorey,52.68653078,-6.291027424,Ireland,-90.14832164,1.933241503,125.7005643,LTE,22,8,0.01,<300ms
Gorey,52.67034674,-6.298457514,Ireland,-97.05216148,79.85254633,31.40294999,5G,22,9,0.01,<300ms
Gorey,52.67022844,-6.283511394,Ireland,-90.47741723,73.64237661,23.18848702,5G,22,69,0.01,<300ms
Tramore,52.1588,-7.1463,Ireland,-85.99091586,6.01644395,97.71823078,4G,22,70,0.01,<300ms
Tramore,52.15415941,-7.152594025,Ireland,-89.38286356,2.813948586,189.3987674,3G,23,1,0.01,<300ms
Tramore,52.16525306,-7.144963102,Ireland,-91.61502951,97.59521365,23.99990091,5G,23,2,0.01,<300ms
Tramore,52.16204483,-7.142627476,Ireland,-90.14623696,2.566555363,143.1697446,LTE,23,3,0.01,<300ms
Tramore,52.15807229,-7.141826334,Ireland,-79.28879433,33.37758425,32.05961181,5G,23,4,0.01,<300ms
Tramore,52.16148282,-7.140384148,Ireland,-99.89110427,67.38637915,22.15414323,5G,23,65,0.01,<300ms
Tramore,52.15697276,-7.138220877,Ireland,-87.48542517,2.358074331,183.2225781,3G,23,66,0.01,<300ms
Tramore,52.16275262,-7.143544934,Ireland,-96.81793938,1.310319558,157.6673318,LTE,23,5,0.01,<300ms
Tramore,52.15648974,-7.144276558,Ireland,-93.89599503,1.864167426,159.4776215,LTE,23,6,0.01,<300ms
Tramore,52.16263189,-7.141394058,Ireland,-85.34556499,4.583887093,89.64511392,4G,23,7,0.01,<300ms
Tramore,52.1574543,-7.154146346,Ireland,-94.73234206,48.93782325,28.72336241,5G,23,8,0.01,<300ms
Palmerston,53.35,-6.379,Ireland,-85.17053549,2.323530309,172.1135854,3G,23,9,0.01,<300ms
Palmerston,53.34818779,-6.386763631,Ireland,-87.53822125,9.169274226,79.30081887,4G,23,69,0.01,<300ms
Palmerston,53.35848499,-6.377536841,Ireland,-87.70783648,1.320689288,108.5466801,3G,23,70,0.01,<300ms
Palmerston,53.34820165,-6.369913544,Ireland,-84.7558719,2.207289049,189.552012,LTE,1,1,0.01,<300ms
Palmerston,53.34741028,-6.386918613,Ireland,-85.75273342,2.198583164,107.8849031,3G,1,2,0.01,<300ms
Palmerston,53.35473856,-6.388345596,Ireland,-80.75791259,1.48940369,185.5308368,3G,1,3,0.01,<300ms
Palmerston,53.35896795,-6.377075954,Ireland,-90.79229452,1.642510347,110.3019194,3G,1,4,0.01,<300ms
Palmerston,53.35050031,-6.377929046,Ireland,-81.0981238,1.345844995,168.2756925,3G,1,65,0.01,<300ms
Palmerston,53.35394288,-6.371383426,Ireland,-86.70848794,8.543754944,87.13883206,4G,1,66,0.01,<300ms
Palmerston,53.35610476,-6.38466851,Ireland,-84.24173809,2.622906061,182.8538576,3G,1,5,0.01,<300ms
Palmerston,53.34681643,-6.388743149,Ireland,-84.34916702,1.373127719,189.4710455,3G,1,6,0.01,<300ms
Athy,52.992,-6.987,Ireland,-87.38083495,7.343914368,70.99347954,4G,1,7,0.01,<300ms
Athy,53.00041548,-6.995571537,Ireland,-83.64756299,53.32202489,37.20244113,5G,1,8,0.01,<300ms
Athy,52.98885988,-6.991190459,Ireland,-84.37094181,48.76347985,28.93383524,5G,1,9,0.01,<300ms
Athy,52.99148377,-6.980469369,Ireland,-93.55796696,1.582878167,185.4546502,3G,1,69,0.01,<300ms
Athy,52.98779701,-6.987981424,Ireland,-97.22345014,96.11171421,16.15400221,5G,1,70,0.01,<300ms
Athy,53.00183234,-6.988532491,Ireland,-101.7390747,1.680217873,117.8706121,LTE,2,1,0.01,<300ms
Athy,52.99353833,-6.984695206,Ireland,-86.97859475,2.567245485,165.9924295,3G,2,2,0.01,<300ms
Athy,52.98633442,-6.996621619,Ireland,-93.90761466,8.691841908,89.31547764,4G,2,3,0.01,<300ms
Athy,52.98935882,-6.993290591,Ireland,-84.15064927,7.423939409,90.03464005,4G,2,4,0.01,<300ms
Athy,52.99298584,-6.996372469,Ireland,-84.27533539,64.30104688,11.25287141,5G,2,65,0.01,<300ms
Athy,52.99365206,-6.984590506,Ireland,-90.40286902,4.125974487,81.6329688,4G,2,66,0.01,<300ms
Longford,53.727,-7.8,Ireland,-86.41400132,1.732913293,104.32137,LTE,2,5,0.01,<300ms
Longford,53.71826725,-7.803329273,Ireland,-108.7021321,10.31597658,11.60078563,5G,2,6,0.01,<300ms
Longford,53.72939163,-7.807422758,Ireland,-84.41537681,1.852001621,164.4716838,LTE,2,7,0.01,<300ms
Longford,53.73546083,-7.798478691,Ireland,-86.62676149,7.7210875,70.18665021,4G,2,8,0.01,<300ms
Longford,53.73324946,-7.802106717,Ireland,-92.29807976,5.809278108,59.62880487,4G,2,9,0.01,<300ms
Longford,53.71842391,-7.797250652,Ireland,-82.25489155,2.051262056,109.1250569,3G,2,69,0.01,<300ms
Longford,53.7336979,-7.803692606,Ireland,-86.67382934,1.343025995,156.4849171,LTE,2,70,0.01,<300ms
Longford,53.73438945,-7.797053272,Ireland,-89.51495735,83.48176535,22.01559216,5G,3,1,0.01,<300ms
Longford,53.71984225,-7.800898715,Ireland,-86.53025973,49.0813027,25.49333683,5G,3,2,0.01,<300ms
Longford,53.7211598,-7.796857501,Ireland,-92.40404048,2.643080764,108.1014893,3G,3,3,0.01,<300ms
Longford,53.72878679,-7.801265251,Ireland,-92.2693266,2.350287709,117.0233032,LTE,3,4,0.01,<300ms
Rush,53.522,-6.089,Ireland,-93.88878807,8.085300804,60.37296007,4G,3,65,0.01,<300ms
Rush,53.51777832,-6.08716639,Ireland,-88.793185,4.860224633,54.74152194,4G,3,66,0.01,<300ms
Rush,53.52158399,-6.086528745,Ireland,-96.6056091,3.452658807,81.05626495,4G,3,5,0.01,<300ms
Rush,53.51877585,-6.089997289,Ireland,-94.23292859,1.469244534,126.2369585,3G,3,6,0.01,<300ms
Rush,53.52057003,-6.0965372,Ireland,-88.76723291,2.142822786,144.7379823,LTE,3,7,0.01,<300ms
Rush,53.52503449,-6.097041069,Ireland,-88.35667215,44.58701688,12.21367994,5G,3,8,0.01,<300ms
Rush,53.53083575,-6.091678962,Ireland,-83.39321381,88.58434233,11.286499,5G,3,9,0.01,<300ms
Rush,53.52474515,-6.086802035,Ireland,-94.51336628,3.556301661,74.70403591,4G,3,69,0.01,<300ms
Rush,53.52080728,-6.089735143,Ireland,-88.63758335,72.46594674,40.70840206,5G,3,70,0.01,<300ms
Rush,53.53093463,-6.08439814,Ireland,-107.5154436,88.27833246,41.87646263,5G,4,1,0.01,<300ms
Rush,53.52295464,-6.085937999,Ireland,-92.27200728,6.189275517,89.98703219,4G,4,2,0.01,<300ms
Na Sceirí,53.5828,-6.1083,Ireland,-83.38769283,6.119344845,52.59967157,4G,4,3,0.01,<300ms
Na Sceirí,53.58103053,-6.113455427,Ireland,-102.2166472,69.54081114,37.54332824,5G,4,4,0.01,<300ms
Na Sceirí,53.58730497,-6.110567403,Ireland,-85.41354908,1.397473328,185.4636207,LTE,4,65,0.01,<300ms
Na Sceirí,53.57756051,-6.099436059,Ireland,-88.1833526,1.921327489,125.1759387,3G,4,66,0.01,<300ms
Na Sceirí,53.58564083,-6.11502242,Ireland,-95.41268613,41.32684701,14.46133361,5G,4,5,0.01,<300ms
Na Sceirí,53.58194323,-6.102879997,Ireland,-87.37098489,63.31988669,13.98643299,5G,4,6,0.01,<300ms
Na Sceirí,53.59171104,-6.100018423,Ireland,-89.73168511,6.885063605,62.1727006,4G,4,7,0.01,<300ms
Na Sceirí,53.58075393,-6.100476839,Ireland,-99.25098873,1.035570283,103.3559182,3G,4,8,0.01,<300ms
Na Sceirí,53.58831633,-6.106263468,Ireland,-88.52647545,2.695848325,175.1826388,LTE,4,9,0.01,<300ms
Na Sceirí,53.5872782,-6.111082377,Ireland,-84.88788323,1.403599163,107.0534295,LTE,4,69,0.01,<300ms
Na Sceirí,53.58423111,-6.106716069,Ireland,-85.54520061,7.356193082,52.79779302,4G,4,70,0.01,<300ms
Killiney,53.2651,-6.1137,Ireland,-93.76552594,16.56853657,44.60676633,5G,5,1,0.01,<300ms
Killiney,53.2674045,-6.107272862,Ireland,-94.98624786,1.797875542,116.9271677,LTE,5,2,0.01,<300ms
Killiney,53.27481492,-6.122095853,Ireland,-96.5242705,9.023676583,56.53601595,4G,5,3,0.01,<300ms
Killiney,53.25806428,-6.106967239,Ireland,-87.98802768,17.79286224,33.69781763,5G,5,4,0.01,<300ms
Killiney,53.27028604,-6.118404089,Ireland,-92.42996385,7.963866886,54.23797366,4G,5,65,0.01,<300ms
Killiney,53.25956387,-6.116998535,Ireland,-93.10319268,9.228304705,65.09909565,4G,5,66,0.01,<300ms
Killiney,53.26985213,-6.123102125,Ireland,-105.4301417,1.374638185,189.153919,LTE,5,5,0.01,<300ms
Killiney,53.26939505,-6.120291913,Ireland,-93.40313099,2.662024121,112.501369,LTE,5,6,0.01,<300ms
Killiney,53.27337476,-6.118071273,Ireland,-92.91516079,6.220463673,89.12208176,4G,5,7,0.01,<300ms
Killiney,53.25577623,-6.106559766,Ireland,-94.572532,4.770723461,84.16803974,4G,5,8,0.01,<300ms
Killiney,53.26864666,-6.11183731,Ireland,-89.52064234,1.947079294,174.6566674,3G,5,9,0.01,<300ms
Ráth Tó,53.506,-6.463,Ireland,-87.2554323,1.140393223,198.0322073,3G,5,69,0.01,<300ms
Ráth Tó,53.50439573,-6.46301837,Ireland,-95.64723288,73.26093545,13.4697309,5G,5,70,0.01,<300ms
Ráth Tó,53.49841025,-6.462884764,Ireland,-82.16735548,4.429872873,77.26178592,4G,6,1,0.01,<300ms
Ráth Tó,53.4983725,-6.46410403,Ireland,-84.41451386,48.19043258,46.627654,5G,6,2,0.01,<300ms
Ráth Tó,53.50544798,-6.455193526,Ireland,-93.0806607,7.033773066,97.61186427,4G,6,3,0.01,<300ms
Ráth Tó,53.50222896,-6.469759496,Ireland,-91.35821234,1.03017606,144.9237131,LTE,6,4,0.01,<300ms
Ráth Tó,53.50557911,-6.462248164,Ireland,-90.29048519,7.597118444,57.33502879,4G,6,65,0.01,<300ms
Ráth Tó,53.50764374,-6.464369848,Ireland,-91.44408207,2.260525056,144.206071,LTE,6,66,0.01,<300ms
Ráth Tó,53.50828883,-6.467846279,Ireland,-90.33005495,7.89565206,86.75579124,4G,6,5,0.01,<300ms
Ráth Tó,53.50268565,-6.462902312,Ireland,-89.64814717,1.251795953,145.2786637,3G,6,6,0.01,<300ms
Ráth Tó,53.49630077,-6.464930465,Ireland,-94.0128968,3.423865794,84.3410608,4G,6,7,0.01,<300ms
Glanmire,51.9167,-8.4,Ireland,-96.16986622,2.721457119,101.5414958,3G,6,8,0.01,<300ms
Glanmire,51.90816998,-8.39687689,Ireland,-85.80482508,22.6719921,30.82815128,5G,6,9,0.01,<300ms
Glanmire,51.9183642,-8.393411474,Ireland,-90.97050442,68.0369776,34.65479725,5G,6,69,0.01,<300ms
Glanmire,51.90989302,-8.39914047,Ireland,-84.21395028,2.101790752,141.0709396,3G,6,70,0.01,<300ms
Glanmire,51.90736031,-8.404845591,Ireland,-90.33288523,85.38732898,45.32457148,5G,7,1,0.01,<300ms
Glanmire,51.91642723,-8.397580355,Ireland,-97.56856731,1.595700023,194.9799353,LTE,7,2,0.01,<300ms
Glanmire,51.90804001,-8.394398454,Ireland,-84.21723503,1.978034761,179.7931368,LTE,7,3,0.01,<300ms
Glanmire,51.91994895,-8.402008117,Ireland,-100.5688142,2.548041846,104.2936155,3G,7,4,0.01,<300ms
Glanmire,51.90923876,-8.395795843,Ireland,-88.94939945,14.3957461,45.11766256,5G,7,65,0.01,<300ms
Glanmire,51.91802725,-8.399982079,Ireland,-92.24221828,1.744933896,145.7626633,LTE,7,66,0.01,<300ms
Glanmire,51.9257052,-8.401139819,Ireland,-86.59122622,9.610464584,58.6557513,4G,7,5,0.01,<300ms
Nenagh,52.8632,-8.1995,Ireland,-98.26877246,2.849744511,192.037635,3G,7,6,0.01,<300ms
Nenagh,52.86011289,-8.203420605,Ireland,-88.46470574,1.081001373,161.266853,LTE,7,7,0.01,<300ms
Nenagh,52.86148034,-8.200453048,Ireland,-87.87361589,1.689520375,148.2871455,LTE,7,8,0.01,<300ms
Nenagh,52.85707889,-8.203265412,Ireland,-77.79778867,2.27728752,117.1060093,3G,7,9,0.01,<300ms
Nenagh,52.86814476,-8.195244585,Ireland,-91.92064913,13.21646966,40.66895452,5G,7,69,0.01,<300ms
Nenagh,52.87229327,-8.203058525,Ireland,-89.87943735,1.471034456,124.4439446,LTE,7,70,0.01,<300ms
Nenagh,52.87252102,-8.199526462,Ireland,-84.96685902,1.125796515,137.8355424,3G,8,1,0.01,<300ms
Nenagh,52.87151138,-8.201734754,Ireland,-100.823745,2.047388664,198.2447357,LTE,8,2,0.01,<300ms
Nenagh,52.86101704,-8.207245482,Ireland,-92.04304808,1.252852454,176.0807541,LTE,8,3,0.01,<300ms
Nenagh,52.8683511,-8.189824246,Ireland,-88.31978917,22.66258815,18.78698712,5G,8,4,0.01,<300ms
Nenagh,52.86866191,-8.196540832,Ireland,-90.74866219,1.793078455,199.0917475,3G,8,65,0.01,<300ms
Donabate,53.487,-6.152,Ireland,-84.89494405,2.175112804,167.931554,LTE,8,66,0.01,<300ms
Donabate,53.49107035,-6.161611876,Ireland,-94.92438369,5.627766545,94.11189809,4G,8,5,0.01,<300ms
Donabate,53.47772835,-6.160244345,Ireland,-83.99103109,4.418331734,95.9151371,4G,8,6,0.01,<300ms
Donabate,53.48155267,-6.161814514,Ireland,-91.21642346,37.52722972,11.94509887,5G,8,7,0.01,<300ms
Donabate,53.49238295,-6.160090728,Ireland,-87.40976634,1.798263405,180.7662078,3G,8,8,0.01,<300ms
Donabate,53.48048916,-6.146478801,Ireland,-94.71537076,2.040692674,193.0725795,3G,8,9,0.01,<300ms
Donabate,53.48341379,-6.159953525,Ireland,-96.70001338,1.819692197,149.1687786,LTE,8,69,0.01,<300ms
Donabate,53.4867406,-6.146878343,Ireland,-89.29596028,2.736930682,147.2077835,3G,8,70,0.01,<300ms
Donabate,53.49214622,-6.142763676,Ireland,-86.9595691,6.18155523,85.7224247,4G,9,1,0.01,<300ms
Donabate,53.49685459,-6.146816842,Ireland,-88.7641104,2.351569507,109.8023441,LTE,9,2,0.01,<300ms
Donabate,53.47828159,-6.153879697,Ireland,-81.60798037,1.537766225,141.0298107,3G,9,3,0.01,<300ms
Tuam,53.515,-8.851,Ireland,-97.62897513,74.30875313,38.12554173,5G,9,4,0.01,<300ms
Tuam,53.52027794,-8.850983038,Ireland,-88.52246082,1.500669127,111.4322072,LTE,9,65,0.01,<300ms
Tuam,53.51264706,-8.857303153,Ireland,-79.12371888,1.148112969,148.1756909,3G,9,66,0.01,<300ms
Tuam,53.51081046,-8.860181039,Ireland,-97.83824321,8.176858041,80.25015307,4G,9,5,0.01,<300ms
Tuam,53.50940848,-8.85485416,Ireland,-89.90725916,3.5015543,97.17517678,4G,9,6,0.01,<300ms
Tuam,53.52087451,-8.842121678,Ireland,-86.25309032,2.778084235,183.5787436,LTE,9,7,0.01,<300ms
Tuam,53.51038755,-8.857561788,Ireland,-88.8008205,1.410467854,169.5329406,LTE,9,8,0.01,<300ms
Tuam,53.51059067,-8.848679416,Ireland,-96.62255744,6.497691706,87.33733863,4G,9,9,0.01,<300ms
Tuam,53.50876665,-8.847936163,Ireland,-83.58453573,2.664124194,108.3724133,LTE,9,69,0.01,<300ms
Tuam,53.51748099,-8.853023954,Ireland,-87.28247451,62.43408431,15.73240145,5G,9,70,0.01,<300ms
Tuam,53.50748858,-8.850487904,Ireland,-94.47292776,1.058079804,161.7740501,LTE,10,1,0.01,<300ms
Shannon,52.7137,-8.8686,Ireland,-86.71231407,1.685480827,122.5978385,LTE,10,2,0.01,<300ms
Shannon,52.7129428,-8.864439157,Ireland,-88.21205895,8.209646809,95.16705069,4G,10,3,0.01,<300ms
Shannon,52.71196025,-8.86004449,Ireland,-86.45396479,2.324425236,140.3635526,LTE,10,4,0.01,<300ms
Shannon,52.72285761,-8.860933987,Ireland,-88.92475521,2.361109695,124.746773,3G,10,65,0.01,<300ms
Shannon,52.71422272,-8.872307861,Ireland,-94.11232704,1.653512094,128.9542748,LTE,10,66,0.01,<300ms
Shannon,52.7119297,-8.869014336,Ireland,-84.40994107,83.62988063,46.5143476,5G,10,5,0.01,<300ms
Shannon,52.7059084,-8.87780655,Ireland,-88.82391066,1.418762667,129.278943,3G,10,6,0.01,<300ms
Shannon,52.71103794,-8.864901762,Ireland,-89.92867098,1.9156273,137.5794902,LTE,10,7,0.01,<300ms
Shannon,52.70818809,-8.873438925,Ireland,-94.81216571,7.492159314,83.44758209,4G,10,8,0.01,<300ms
Shannon,52.71020131,-8.860157308,Ireland,-82.37605996,7.30710823,68.76327355,4G,10,9,0.01,<300ms
Shannon,52.71048703,-8.878484044,Ireland,-92.47972468,1.024832178,117.1282636,LTE,10,69,0.01,<300ms
Lusca,53.526,-6.167,Ireland,-88.00907956,2.825721423,146.6114525,3G,10,70,0.01,<300ms
Lusca,53.52406934,-6.174712663,Ireland,-92.11738209,1.901334241,107.8760933,LTE,11,1,0.01,<300ms
Lusca,53.52717855,-6.168802472,Ireland,-93.40391372,1.008050558,140.1645177,3G,11,2,0.01,<300ms
Lusca,53.52785723,-6.171592375,Ireland,-83.4977549,2.658264059,171.6776455,LTE,11,3,0.01,<300ms
Lusca,53.51942382,-6.16897195,Ireland,-89.72188086,86.9707327,17.10623631,5G,11,4,0.01,<300ms
Lusca,53.51811244,-6.170045015,Ireland,-84.22882909,2.824119796,146.0593437,LTE,11,65,0.01,<300ms
Lusca,53.51833352,-6.176557327,Ireland,-86.53984742,60.95843412,19.51696649,5G,11,66,0.01,<300ms
Lusca,53.53436673,-6.161369631,Ireland,-94.09237954,1.109479272,177.6048959,3G,11,5,0.01,<300ms
Lusca,53.53474865,-6.158219568,Ireland,-89.10302785,1.660894708,153.8218434,3G,11,6,0.01,<300ms
Lusca,53.52822522,-6.172496469,Ireland,-97.89481311,2.116943843,178.6792101,3G,11,7,0.01,<300ms
Lusca,53.51819133,-6.164865582,Ireland,-82.87696527,1.458050159,139.2248181,LTE,11,8,0.01,<300ms
Kilcock,53.4004,-6.6681,Ireland,-83.48039683,2.508402184,124.2422095,3G,11,9,0.01,<300ms
Kilcock,53.4058959,-6.670278836,Ireland,-88.67757316,7.139337388,56.06016387,4G,11,69,0.01,<300ms
Kilcock,53.40677498,-6.667294402,Ireland,-87.30332704,5.021957863,60.39440276,4G,11,70,0.01,<300ms
Kilcock,53.39396793,-6.676965334,Ireland,-84.6362555,1.52918207,121.005292,LTE,12,1,0.01,<300ms
Kilcock,53.39453427,-6.673913358,Ireland,-88.95072745,2.752446586,188.3777458,LTE,12,2,0.01,<300ms
Kilcock,53.40011099,-6.666271982,Ireland,-93.90133471,64.22602038,35.60525662,5G,12,3,0.01,<300ms
Kilcock,53.40151739,-6.664818315,Ireland,-89.48972707,1.288506538,162.2291376,LTE,12,4,0.01,<300ms
Kilcock,53.39924999,-6.663405303,Ireland,-86.05169839,20.61156806,19.2793994,5G,12,65,0.01,<300ms
Kilcock,53.39919993,-6.659612629,Ireland,-102.9915659,94.41928601,19.30832802,5G,12,66,0.01,<300ms
Kilcock,53.40455125,-6.664130936,Ireland,-89.80373305,5.514215115,69.16758171,4G,12,5,0.01,<300ms
Kilcock,53.39370765,-6.670326601,Ireland,-89.61670482,1.533607564,111.7041483,3G,12,6,0.01,<300ms
New Ross,52.396,-6.945,Ireland,-95.48192352,68.28936271,46.67293168,5G,12,7,0.01,<300ms
New Ross,52.38944953,-6.936062852,Ireland,-93.91307131,1.732026784,188.0348196,3G,12,8,0.01,<300ms
New Ross,52.39063171,-6.954559758,Ireland,-83.58524784,2.359351735,171.2958816,3G,12,9,0.01,<300ms
New Ross,52.40090341,-6.941401705,Ireland,-90.18690973,7.821112503,94.59375835,4G,12,69,0.01,<300ms
New Ross,52.38861661,-6.937048294,Ireland,-86.27342775,30.75711811,21.65609065,5G,12,70,0.01,<300ms
New Ross,52.39368276,-6.937816921,Ireland,-86.50775954,4.175152308,50.48331333,4G,13,1,0.01,<300ms
New Ross,52.39190129,-6.935412146,Ireland,-96.58222656,6.711223388,69.0734532,4G,13,2,0.01,<300ms
New Ross,52.40375604,-6.954695142,Ireland,-95.05996257,80.0786936,45.5998993,5G,13,3,0.01,<300ms
New Ross,52.3919107,-6.939596146,Ireland,-86.44621228,76.7999652,37.52163865,5G,13,4,0.01,<300ms
New Ross,52.39884378,-6.944524997,Ireland,-90.35442443,1.851946064,119.0178136,LTE,13,65,0.01,<300ms
New Ross,52.39638407,-6.935899228,Ireland,-88.74721377,1.480491115,195.6611854,3G,13,66,0.01,<300ms
Youghal,51.9517,-7.8456,Ireland,-93.5298752,2.949065107,122.2065175,LTE,13,5,0.01,<300ms
Youghal,51.95732255,-7.838552646,Ireland,-89.10359017,33.01590941,19.89503278,5G,13,6,0.01,<300ms
Youghal,51.95192606,-7.849271003,Ireland,-83.70147061,78.79895761,40.30335331,5G,13,7,0.01,<300ms
Youghal,51.96013025,-7.853374852,Ireland,-91.93391254,34.0976499,32.87595871,5G,13,8,0.01,<300ms
Youghal,51.95045494,-7.855076433,Ireland,-95.14244562,39.4547674,38.06944042,5G,13,9,0.01,<300ms
Youghal,51.94801421,-7.846451198,Ireland,-93.89377648,40.41112832,49.92698952,5G,13,69,0.01,<300ms
Youghal,51.95726353,-7.836083512,Ireland,-100.7548558,2.371630332,130.6159292,3G,13,70,0.01,<300ms
Youghal,51.95365263,-7.842135523,Ireland,-94.38789038,6.960095379,64.87567526,4G,14,1,0.01,<300ms
Youghal,51.95442136,-7.853542207,Ireland,-89.57963011,7.96410016,93.00602207,4G,14,2,0.01,<300ms
Youghal,51.9457938,-7.854501604,Ireland,-87.94596423,6.761494833,85.5055446,4G,14,3,0.01,<300ms
Youghal,51.94728336,-7.84249055,Ireland,-90.49036489,1.246814336,150.4890814,LTE,14,4,0.01,<300ms
Thurles,52.679,-7.814,Ireland,-88.75389134,73.56599326,35.55822654,5G,14,65,0.01,<300ms
Thurles,52.68377439,-7.821380479,Ireland,-85.07206352,1.629114232,163.3327132,LTE,14,66,0.01,<300ms
Thurles,52.67969034,-7.823073495,Ireland,-89.58078845,81.23793568,42.32441386,5G,14,5,0.01,<300ms
Thurles,52.6855764,-7.811302251,Ireland,-97.34966809,7.775404242,72.03532212,4G,14,6,0.01,<300ms
Thurles,52.68550254,-7.81275166,Ireland,-85.49149781,67.32492179,39.85839037,5G,14,7,0.01,<300ms
Thurles,52.68793737,-7.811287359,Ireland,-99.09829527,55.59388266,45.6186503,5G,14,8,0.01,<300ms
Thurles,52.68702224,-7.82044668,Ireland,-91.43716336,1.840465266,108.8282499,3G,14,9,0.01,<300ms
Thurles,52.68176425,-7.806918531,Ireland,-96.28695637,4.208100558,70.6527174,4G,14,69,0.01,<300ms
Thurles,52.67007941,-7.808819445,Ireland,-86.07400461,9.769111922,80.56653767,4G,14,70,0.01,<300ms
Thurles,52.67406416,-7.812080871,Ireland,-87.6650279,5.749654019,69.74268372,4G,15,1,0.01,<300ms
Thurles,52.68365324,-7.821059982,Ireland,-86.25061609,2.67565144,116.9624093,3G,15,2,0.01,<300ms
Clane,53.2918,-6.6861,Ireland,-96.11876975,81.09205302,11.57277951,5G,15,3,0.01,<300ms
Clane,53.29022895,-6.683122696,Ireland,-85.86095677,6.448267752,68.35413735,4G,15,4,0.01,<300ms
Clane,53.29117102,-6.677158799,Ireland,-81.53208403,2.263865926,143.9115774,LTE,15,65,0.01,<300ms
